Season,Episode,Character,Line
1,1,Kyle,"Come on, Ike! I promise I'll be nice to you from now on!
"
2,2,Cartman,"Yeah. And now he's a freezy-pop. 
"
15,10,Mr. Mackey,"No, not cool! M'kay, she's on suicide watch, Eric! She's given up on life!
"
3,10,Stan,"How's it goin', fat ass?
"
8,8,Butters,"Yeah! ...What's this for? 
"
5,2,Randy,"He got to where he is by being a good scout; maybe we should just leave him alone.
"
5,9,Cartman,"He's not crazy, he's an idiot. I know how to deal with these people. 
"
3,15,Kyle,"with dreidel I shall play.
"
5,14,Butters,"Hm. Dad's going to see a movie. How nice.
"
6,6,Cartman,"But we certainly wanna thank you for coming by.  You know the way out, right? 
"
3,1,Kyle,"Aaaaa! There's a dude here! 
"
2,16,Kyle,"Sick, dude!
"
4,6,Cartman,"That's cool, we can hang out. What do you wanna do first?
"
1,10,Stan,"Damn, recess sucks without any slides or nothin'
"
2,4,Mr. Mackey,"Uhh... Dru-drugs are baad.
"
11,9,Randy,"Doesn't matter. He's got the record now; there's nothing I can do.
"
7,13,Mr. Garrison,"Hey Mr. Reiner, why don't you Butt Out! 
"
7,2,Jimmy,"So does that mean we can join the c-c...club?
"
4,14,Timmy,"TIMMAY!
"
5,7,Stan,"From sex??
"
4,17,Kyle,"We got the money, Mr. Hankey. We're gonna make our animated Christmas card.
"
7,4,Mr. Garrison,"Oh, and by the way, children, there's a walkout scheduled today to protest the war in Iraq. So, uh, if you're against the war, run along outside, and if you're for the war, uh, stay here and we'll do math problems. 
"
13,13,Cartman,"Oh God damn it! Son of a bitch idea-stealing assholes!  You sons of bitches! Dances with Smurfs was MY idea! MY IDEA!  You can't just take Dances with Smurfs and call it something else! 
"
8,1,Kyle,"Quick, hide Butters! 
"
6,10,Cartman,"And even though it didn't quite work out, I'm sure you'll find other friends down the road, Kyle. Here's a nice watch for you, and some peanuts. 
"
11,7,Kyle,"I don't want you to jump them, retard!
"
4,9,Cartman,"We'll let you know, Butters.
"
10,9,Stan,"Did they find out who crapped in the urinal yet?
"
18,6,Jimmy,"Oh! Hey Kyle!  Kyle, hang on a sec. 
"
17,6,Stan,"See? You sound like a dick.
"
15,11,Randy,"Well sorry if you guys think you have a monopoly on subtext! But us up-and-comers have a voice too!
"
4,16,Butters,"Oh boy, here it comes!
"
4,3,Kyle,"Awwww!
"
10,10,Cartman,"That's cool. I'm done making my video anyways.  Hall pass! Show me your hall pass!
"
16,6,Kyle,"STOP!
"
7,9,Kyle,"Because that's what real artists do. People are always gonna find a way to copy our music and swap it for free. If we're real musicians, then we should just play and be stoked that so many people are listening.
"
6,8,Butters,"You mean, like a goldfish?
"
8,5,Cartman,"Movie idea number two thousand three hundred and five: Adam Sandler is trapped on an island and falls in love with a coconut.
"
15,5,Cartman,"...What?
"
8,11,Kyle,"All right, now everybody take a tablet and a pencil.  and when all the ideas start coming, just write 'em down. We might not remember everything otherwise.
"
10,4,Kyle,"You fat sun of a bitch!
"
6,4,Kyle,"Do you hear that, Stan? It worked! We've shut down the veal industry!  Stan? Stan?? 
"
8,12,Cartman,"Kelly Rutherfordmenskin.
"
1,6,Stan,"My name's not Billy grampa, it's Stan.
"
2,5,Stan,"Okay, what have you got?
"
12,10,Stan,"We... we- we're just kids, you know? We, we were just trying to make some money.
"
1,11,Stan,"But why?
"
17,2,Randy,"Huh.  That's weird.
"
6,8,Stan,"Yeah it does.
"
4,7,Cartman,"""Coming in for attack, Captain."" Pipew, pipipew  Give me the space cruiser, Kenny.
"
2,7,Stan,"Okay, so we can agree that the monster outside can't be Scuzzlebutt, because Scuzzlebutt's nice.
"
4,9,Cartman,"Thank you all for your patience, and now get ready for Fingerbang!
"
16,5,Kyle,"Look, this is all getting way too big! Tell the movie studio you aren't selling the video to them.
"
14,4,Stan,"Awgh!  Oh thank God.
"
6,4,Cartman,"Sure, sure.
"
7,7,Randy,"Stanley, listen to me. I have SARS. There's only a ninety-eight percent chance that I will live.
"
4,13,Stan,"Wow, cool!
"
1,9,Stan,"What's in the box, dude?
"
5,1,Kyle,"It's stupid!
"
16,13,Butters,"Who?
"
17,7,Kyle,"I don't know.
"
15,4,Randy,"No. No, that doesn't matter!  Fuck, really?!
"
1,6,Stan,"What's the big deal? Why won't anybody talk about this.
"
4,11,Kyle,"Yeah. I don't remember him saying anything about this.
"
6,6,Kyle,"But we certainly want to thank you for all your hard work and attempts at being our friend, lame as they were.
"
9,1,Stan,"Kyle went down to play in the basketball game, Mrs. Garrison.
"
9,4,Stan,"Please what?
"
18,9,Kyle,"All I wanted was to play one level of Call of Duty and you know what Ike told me? He said the living room was for old people.
"
6,12,Kyle,"Alright, we made it!
"
12,7,Mr. Garrison,"Not me! Not me not me not me not me! 
"
8,1,Cartman,"Ha, ha, ha, ha, haaa, ha! Now you are a chicken! Nyanyanyanyanyaaa nya!
"
15,14,Cartman,"Yeah, yeah.
"
14,14,Randy,"I worked all day! I can watch what I want!
"
1,7,Cartman,"Whew! Eh, you stink Kenny.
"
8,4,Stan,"But that isn't the point, Butters!  The point is that this is now! It's on! And there are people who need you to step up! Look, nobody likes having to rise to a challenge. But competing against other people and getting in their faces saying ""Haha! I'm better than you!"" is part of life. And if you can't face that, then you might as well sit here and play Legos until you're an old man.
"
3,13,Kyle,"You suck!
"
6,7,Butters,"I've done it, General Disarray. I've watches all one hundred and thirty-two episodes of the Simpsons, twice. And I've finally come up with something... tha they have never done! Uh, behold!  This device that I have made will take the cherries out of chocolate-covered cherries and replace the inside instead, with two-month-old mayonnaise.  People will think that they are gonna get a bite of a sweet, delicious cherry, but, instead, they'll get a mouth full of yuckies, and sticky mayonnaise. Hey!  You've never ...seen this on the Simpsons, right?
"
15,7,Stan,"No. I mean it sounds like somebody is shitting in my ears. Please, just listen really close.  You don't hear shit?
"
7,13,Kyle,"What??
"
7,1,Cartman,"How about a taco, that craps ice cream?  Guys?
"
1,12,Stan,"Fine.
"
9,5,Kyle,"Nobody said anything about a post-season.
"
6,14,Cartman,"Ey!
"
7,8,Stan,"You'd better shut up, Craig.
"
14,10,Mr. Mackey,"Okay...
"
10,2,Kyle,"Hybrid cars don't cause smugness, people do.  Look, hybrid cars are important. They may even save our planet one day. What you all need to do is just learn to drive hybrids and not be smug about it.
"
4,12,Mr. Garrison,"...Two hundred bucks.
"
6,16,Stan,"Hey guys.
"
9,11,Stan,"... totally.
"
13,1,Kyle,"Cartman?
"
18,8,Cartman,"Dude, he just cast Psychogenic Probe. Now every time the other rooster has to shuffle his deck, he loses two health.
"
2,9,Kyle,"Come on! Everything's gonna be okay!  Sir! Sir!
"
3,16,Randy,"We came all the way to Las Vegas for this?!
"
18,1,Stan,"Good luck with your company, dude.
"
16,7,Butters,"Are you sure, Eric? I mean, maybe they just aren't meant for each other.
"
15,5,Kyle,"Hey Stan. Dude, I want you to have this. It's the twenty bucks I owed you plus thirty dollars interest.
"
6,3,Stan,"What? 
"
4,11,Cartman,"This is a distraction from our work on the church!  Do not think that you can tempt us with toys  and new games  and tidings of powdered doughnut pancake surprise! For it is the afterlife we have concerned ourselves with!  Not the pleasures of this Earth, but salvation in the world aftah!!
"
9,2,Cartman,"Oh Jesus, not you guys?  What happened? Were you bit? Did you eat their brownies? DID YOU EAT THEIR BROWNIES?!
"
18,10,Kyle,"What are you talking about, Stan?
"
9,9,Butters,"Mom? Dad? Uh, it's me, Butters. I'm back. 
"
11,3,Cartman,"Of course I was right! I told you only poor people get lice! 
"
5,9,Cartman,"I told you! Jawas have no heart.
"
4,8,Mr. Garrison,"Ooh no, Mr. Hat. You are not dragging to another Klan meeting.
"
18,2,Kyle,"Nope! We're gonna have all the pizza you can eat, twenty different cakes, and Lorde is going to play live!
"
2,10,Cartman,"I don't wanna.
"
2,8,Cartman,"Sweet..!  Awww, dammit! Aw, not again!
"
6,13,Butters,"Well, then... then let me go with you.
"
6,10,Kyle,"But that sucks. I don't want something to have that much power over me.
"
7,13,Cartman,"They're going to kill me! 
"
11,5,Stan,"Uh, can I ask a question? Why do we do this?
"
4,14,Kyle,"Hey, look! 
"
16,13,Cartman,"All right, let's do this! Make me believe in something that's bullshit, will you?!  Oh, hold on.  Aah, let's see... that one.  Stupid fraud!  Good riddance to YOU! 
"
11,2,Stan,"What the hell are you doing, Cartman?!
"
8,5,Cartman,"Heh. Wow, that sucks.
"
4,13,Stan,"Oh, no, dude, here comes that weird new kid.
"
16,9,Kyle,"What?
"
18,10,Cartman,"Oh bros, weak!
"
11,13,Stan,"Kyle, could I just talk to you for like five minutes?
"
3,16,Cartman,"You did?
"
13,12,Stan,"Yes. Yes, sir, you are total fags. 
"
10,8,Randy,"Stan! I've been sent here...to bring you this.  This sword can completely drain his mana.
"
1,2,Kyle,"No, what marches in, crawls up your leg and bites the inside of your ass?
"
3,8,Kyle,"Hoh, dude, weak.
"
11,14,Butters,"Come on, let me see!  Oh boy! I'm number 11! Whoopie! Number 11! 
"
10,4,Kyle,"Look, my fat bastard friend is trying to trick the network into getting Family Guy off the air.
"
12,1,Cartman,"What? No. No.  Kyle, no!
"
15,4,Stan,"You made everyone else get measured with witnesses; you have to too.
"
4,2,Stan,"Oh. Uh-I don't know.
"
6,12,Cartman,"...No.  Ey! Euuugh.
"
1,5,Cartman,"Ugh!…Hey! I'll kick your ass! 
"
7,14,Stan,"Yeah.
"
4,8,Wendy,"Phew. I'm sure glad that's over with. 
"
8,3,Cartman,"Tell them I'll be down shortly
"
5,13,Butters,"Right.  Uh hello? Is this Mr. Thompson with Anatomy Research? ...Yes, uh, hello sir. Uh, aah, we have a surplus of unborn fetuses that we think you can use for a ...dissection study. Uh huh, ah, how much do you pay for that? ...You're breaking my balls. ...I said, you're breaking my balls, Mr. Thompson. ...My, my balls.
"
13,9,Butters,"Heey! Mr. Daniels! You get kisses from my bitch Roxy in the alley behind Sizzler. 
"
14,9,Cartman,"Dude, go see why. It's a Jesus miracle!
"
5,10,Cartman,"Four days?? Oh man, I can't wait that long!
"
15,12,Stan,"Yeah.
"
18,3,Cartman,"I don't have a problem, Principal Victoria, the cisgenders have the problem. 
"
15,1,Cartman,"YOU said I had to wait till my birthday to get an iPad! So the one I rubbed in everyone's faces today isn't real and tomorrow everyone's gonna call me a liar. Would you mind loaning me some of your lipstick, Mom? Because I wanna at least look pretty the next time you decide to fuck me!
"
3,16,Stan,"So what are we gonna do for New Year's?
"
8,2,Mr. Mackey,"Oh, hi Timmy. Come on in.  I understand you have somethin' important you wanna talk to me about, m'kay?
"
5,4,Cartman,"What?
"
1,10,Kyle,"Chef, there's a new kid in school, and he's a total weirdo freak.
"
16,3,Kyle,"Yeah, what do you guys wanna do now?
"
3,8,Butters,"So what's our mission now, huh Bosley? Uh wha what do you want us to do now, I wonder?
"
18,10,Cartman,"Ey! Get out of here, PewDiePie! This is MY holiday special!
"
4,10,Kyle,"We don't? But what if we're wrong?
"
7,14,Butters,"... What? Lexus, what are you saying? Are you saying... you don't want to be together anymore?
"
1,12,Kyle,"Well, that whole experience sure did suck.
"
10,8,Kyle,"Attack! 
"
17,10,Wendy,"Thank you, Mr. Mackey, I will... change.
"
17,9,Cartman,"Yesh, kewl.
"
5,7,Stan,"Why?
"
5,9,Stan,"I think so. 
"
16,10,Cartman,"You'll get your money when you finish doing what I asked you, all right? Now as soon as I lock the door, just give me a few seconds to arm the system, then you break in and try to rape my mom. Okay? You got it?  Hello?
"
12,10,Stan,"So? So I just sat there and watched them for a while and, guess how much money they made selling their crappy CDs?
"
9,13,Kyle,"It belongs with its family!
"
17,1,Cartman,"Bro, you gotta um, e-mail Jack about the rally and see if he'll bring petition forms. 
"
17,8,Butters,"Who's George R. R. Martin?
"
1,13,Cartman,"Hiya, Dad!
"
5,10,Stan,"Hey, you're laughing, Cartman.
"
11,14,Cartman,"All right, Bebe, let's see the list.
"
16,10,Cartman,"What?  Hello?
"
2,14,Kyle,"Yeah. Do you know him?
"
11,2,Butters,"I went looking for 'im, but he runs real fast.
"
4,9,Cartman,"No??
"
6,1,Kyle,"It matters, dude. 
"
18,1,Cartman,"It's the greatest startup company name EVER! 
"
1,9,Kyle,"I said go away!  My father said you aren't real.
"
2,9,Cartman,"Jesus, he sure ran that one into the ground.
"
16,8,Butters,"Do you feel warm and compassionate?
"
16,4,Cartman,"Well, neither is Bigfoot, Kyle, but there are a lot of people who say they have spotted a Sasquatch.
"
2,11,Cartman,"Sweeet!
"
8,7,Stan,"Uh yeah, I want a double cheeseburger and fries.
"
5,10,Butters,"Another week?  I hate my stupid face.
"
6,3,Cartman,"Jeez, that girl is pissed off.
"
5,6,Kyle,"Hohohooho! Oowwww!
"
14,14,Randy,"Oh, thank God!  Sharon! Have you seen my crème fraîche??
"
16,13,Stan,"How can we raise awareness?
"
18,7,Cartman,"Digital malcontent now at parameter alpha. Prepare for full graphic interfaces on my mark: 5, 4, 3, 2, 1, Mark. 
"
4,8,Wendy,"Aaaah!
"
3,11,Stan,"Cool!
"
15,5,Kyle,"It happens to be called poutine in Montreal! 
"
2,13,Stan,"Do you think he can ride the bull?
"
7,2,Jimmy,"Come on.
"
8,13,Cartman,"Wow!
"
11,8,Cartman,"Ohohh, that's awesome. Thank you. Faggot! 
"
4,13,Cartman,"Kyle is just jealous of you, Trapper Keeper. You kick ass!I don't wanna let my Trapper Keeper get--
"
9,5,Randy,"Stan's little league game, I'm... I'm not gonna go.
"
6,7,Stan,"...and then we put them back in the tank.
"
13,11,Stan,"Pirates don't worry about the law! You guys said you were badasses!
"
18,8,Randy,"Hey! Oh! Oh thank you!
"
5,9,Cartman,"Uh oh, 5:30, time to pray.  Allah, Allah, m'heh
"
8,9,Stan,"Dad!
"
17,9,Kyle,"You didn't?
"
7,11,Butters,"When do you think uh it'll get here?
"
16,10,Kyle,"Yeah dude, like, full-on. Ike saw everything. It totally makes sense now. My mom's been ordering all kinds of stuff from Amazon lately. Sometimes, sh-she doesn't even remember what she's ordered. She's probably been having sex with the UPS man for a long time.
"
6,10,Stan,"Aaaa-ta.  Aaaa-ta.
"
9,6,Cartman,"Hey fags, what's going on?  Dude, I was on the toilet all night from that chicken. I thought I was gonna die. 
"
4,17,Cartman,"Heheheheh, Chanukah sucks.
"
7,10,Cartman,"Yeah. You take out Country Kitchen Buffet, and old people won't know what to do.
"
13,8,Kyle,"What has Michael Jackson always tried to be?
"
15,14,Cartman,"Oh God, I'm so nervous. These kids all seem kind of mean.
"
2,13,Stan,"Sorry, Officer Buttbaby.
"
17,6,Kyle,"Yes! It did!
"
5,2,Timmy,"Haaa.
"
7,4,Kyle,"Do you think kids in every town have to deal with this crap?
"
12,11,Stan,"It might be a way out, Craig!
"
5,7,Mr. Mackey,"Well. No.
"
1,1,Cartman,"No, Kitty, you can't have any!
"
17,2,Randy,"NO, I can't wait around my house from 6 am to 3 pm all of November!
"
17,2,Butters,"I finally found a ladder and I was able to hoist myself out and there was my dad... frozen in the lake! It was like he had no idea how to swim out of it! Oh God it was so terrible! It was so terrible!
"
11,10,Cartman,"Set off diversion track C! 
"
11,5,Randy,"Oh, we should've seen that coming!
"
2,18,Stan,"Kyle, Steve was a... pretty good name for that guy.
"
1,11,Stan,"Kenny?  No, explain it to us, Chef.
"
4,9,Cartman,"Oh, this is a democratic boy band, is it? Alright, fine! She's in until she screws up!
"
3,8,Randy,"Uh I know, but I want to make love to you right now. I have to make love to you right now.
"
12,9,Wendy,"My... parents said that if I fight-
"
1,7,Kyle,"Hehe. Sissy.
"
9,3,Stan,"Guys! Guys! Guys! Don't you see what we're doing? Jesus... we're not talking about an object here, we're, we're talking about a person. I mean, look at what we've all become. All this violence and anger and, and for what? For control over somebody's life who... w-we're all just trying to leech off of.
"
4,7,Stan,"Careful, Cartman, you might pop your stitches. 
"
7,11,Cartman,"No Butters!! If you come up, you'll get infected too! You best wait for the radiation level to go down. Probably... next week sometime. After Saturday. Ugh...
"
