"Country","Region","Year","Infant_deaths","Under_five_deaths","Adult_mortality","Alcohol_consumption","Hepatitis_B","Measles","BMI","Polio","Diphtheria","Incidents_HIV","GDP_per_capita","Population_mln","Thinness_ten_nineteen_years","Thinness_five_nine_years","Schooling","Economy_status_Developed","Economy_status_Developing","Life_expectancy"
"Chile","South America",2005,7.7,9.1,101.273,7.57,94,96,27,92,91,0.15,10210,16.18,0.9,1,9.5,0,1,77.6
"Mauritania","Africa",2008,63.8,101.1,216,0.018,74,64,24.4,73,74,0.24,1462,3.3,9.2,8.9,3.6,0,1,62
"Luxembourg","European Union",2006,2.6,3.2,87.8075,12.5,95,86,25.9,99,99,0.08,105614,0.47,0.9,0.9,11.5,1,0,79.3
"Indonesia","Asia",2009,29,35.2,185.497,0.074,82,67,22.4,85,78,0.21,2595,238.62,1.7,1.6,7.4,0,1,68.9
"South Africa","Africa",2008,43,68.9,498.352,7.46,76,54,26.8,77,79,10.58,6171,49.78,8.9,1.7,9.7,0,1,55.4
"Syrian Arab Republic","Middle East",2004,17.2,20.1,117.639,0.61,82,82,27.2,84,81,0.13,1486,17.83,6.5,6.3,5.4,0,1,74.3
"United States","North America",2006,6.7,7.9,111.0235,8.63,93,86,28.2,93,96,0.13,53738,298.38,0.7,0.6,12.8,1,0,77.7
"Gabon","Africa",2013,37.9,54.9,250.7575,7.57,79,64,25,77,79,1.37,7305,1.82,6.2,6.1,8.1,0,1,63.6
"Syrian Arab Republic","Middle East",2011,16.7,20.1,174.2775,0.6,66,71,27.8,60,72,0.13,1773,21.08,6.3,6.1,6.3,0,1,71.3
"Namibia","Africa",2000,45,75.8,446.0665,2.65,83,64,22.9,80,79,11.85,3125,1.79,15.7,15.9,5.6,0,1,52.2
"Bhutan","Asia",2015,27.4,33.1,208.003,0.04,99,94,23.8,98,99,0.13,2753,0.73,15.4,16,3.1,0,1,70.4
"Niger","Africa",2013,55,102.7,257.1655,0.09,67,64,21.7,62,67,0.07,470,18.5,1,9.9,1.7,0,1,59.5
"Maldives","Asia",2000,31.7,39,130.99,1.99,96,70,23.1,98,98,0.17,6982,0.28,14.8,14.8,3,0,1,70.2
"Turkiye","Middle East",2009,16.6,19.5,118.495,1.52,94,65,27.4,96,96,0.08,7942,71.32,4.9,4.8,6.5,0,1,74.1
"Turkmenistan","Asia",2008,39.1,45.5,207.4435,2.12,96,99,25.6,96,96,0.08,3795,4.94,3.2,3.3,9.9,0,1,66
"Sierra Leone","Africa",2007,117.6,182,447.5425,3.67,63,60,22.5,63,64,1.32,501,5.99,8.9,8.9,2.8,0,1,46.5
"Micronesia, Fed. Sts.","Oceania",2010,27.4,33.1,171.007,1.75,88,65,29.3,85,85,0.17,3085,0.1,0.2,0.2,7.2,0,1,66.5
"Tanzania","Africa",2006,55.8,88.8,377.871,6.09,90,64,22.5,91,90,3.27,717,39.55,7.6,7.5,4.8,0,1,55.1
"Thailand","Asia",2002,17,19.9,195.0225,5.86,95,89,23,97,96,0.53,3795,64.07,9.2,9.5,6.5,0,1,71.1
"Tunisia","Africa",2011,15.5,18,97.086,1.25,98,96,25.9,98,98,0.04,3836,10.74,6.4,6.3,6.9,0,1,75.2
"Timor-Leste","Oceania",2014,44.3,52.1,152.246,0.41,77,64,21.1,76,77,0.1,1321,1.17,1.9,11.1,4.5,0,1,68.2
"Syrian Arab Republic","Middle East",2014,27.7,47,181.864,0.19,47,49,28.1,52,43,0.13,973,18.71,6.3,6.1,5.6,0,1,69.8
"Bangladesh","Asia",2010,38.9,49.1,141.3945,0,94,65,21.1,94,94,0.01,973,147.58,18.9,19.4,4.9,0,1,69.9
"New Zealand","Oceania",2004,5.6,6.7,78.037,9.17,88,86,27.1,87,89,0.03,34310,4.09,0.3,0.3,11.6,1,0,79.5
"Sweden","European Union",2014,2.4,2.9,54.481,7.2,67,95,26,97,98,0.08,49855,9.7,1.5,1.3,12.3,1,0,82.3
"Ethiopia","Africa",2002,80.3,128.3,385.253,0.16,52,64,20,55,35,0.95,272,70.14,11.7,11.6,1.7,0,1,53.3
"Malawi","Africa",2003,76.8,131.6,570.632,1.22,84,64,22,85,84,7.52,279,12,7.6,7.5,3.3,0,1,46.1
"Cyprus","European Union",2015,2.4,2.9,51.6435,9.59,97,88,26.8,97,97,0.06,23408,1.16,1,1,11.9,1,0,80.4
"Jamaica","Central America and Caribbean",2005,17,19.9,154.5105,3.36,99,91,26.2,99,99,0.79,5138,2.74,1.9,1.7,8.1,0,1,74.1
"Jordan","Middle East",2014,15.4,17.9,111.057,0.35,98,98,28.8,98,98,0.13,4221,8.92,3.9,3.9,10.1,0,1,74
"Georgia","Rest of Europe",2000,31.9,36.6,171.5205,3.29,55,51,25.8,81,80,0.02,1567,4.08,3.1,3.1,11.7,0,1,69.9
"Mexico","North America",2008,17.6,20.6,120.3315,4.27,97,94,27.4,96,96,0.16,9181,110.82,1.7,1.6,8,0,1,75.2
"Turkmenistan","Asia",2005,44.4,52.3,218.8545,2.63,99,98,25.2,99,99,0.08,2787,4.75,3.4,3.4,9.9,0,1,65
"Cyprus","European Union",2008,3.1,3.7,60.207,12.03,93,89,26.7,97,97,0.05,27447,1.08,0.9,1,11.3,1,0,79.1
"Belgium","European Union",2000,4.8,5.8,99.6,11.21,60,78,25.5,96,95,0.08,35675,10.25,0.8,0.8,10,1,0,77.7
"Uganda","Africa",2002,79.2,131.6,507.0355,11.64,57,64,21.3,57,57,4.31,555,25.17,6.8,6.8,4.2,0,1,48.3
"Cabo Verde","Africa",2015,16.7,19.5,125.149,4.54,96,95,24.5,93,93,0.26,3043,0.52,6.6,6.6,5.9,0,1,72.1
"Morocco","Africa",2013,22.6,26.3,73.374,0.46,99,75,25.7,99,99,0.04,2755,33.72,6.4,6.2,4.8,0,1,75.2
"Somalia","Africa",2011,93.8,152.8,323.489,0,42,64,22.9,49,41,0.13,313,12.38,6.9,6.7,2.1,0,1,54.3
"Qatar","Middle East",2007,8.4,9.8,60.9985,1.16,94,91,28.2,97,94,0.05,60927,1.22,4.9,4.5,9.6,0,1,78.6
"Bolivia","South America",2007,38.7,49.8,212.2145,3.38,84,83,25.5,85,84,0.19,2314,9.56,1.3,1.2,7.1,0,1,66.4
"Lao PDR","Asia",2015,42.1,53.8,195.625,7.09,89,65,22.8,89,89,0.15,2140,6.74,8.8,8.9,5.1,0,1,66.5
"Nepal","Asia",2004,48.2,62.7,209.685,0.23,27,65,21.1,80,80,0.17,603,25.42,17.8,18.4,2.7,0,1,64.7
"Botswana","Africa",2008,40.3,57.6,413.0785,7.52,94,83,24.1,96,96,9.09,5838,1.92,8.8,8.6,8.6,0,1,56.7
"Nigeria","Africa",2007,89.8,145.6,387.5675,11.04,42,64,22.8,54,42,0.88,2090,146.34,12.3,12.3,5.2,0,1,49.4
"Belarus","Rest of Europe",2008,5.1,6.6,222.907,14.58,98,99,26.2,98,97,0.2,5181,9.53,2.1,2.3,11.3,0,1,70.5
"Turkiye","Middle East",2006,20.5,24.3,125.8835,1.39,82,65,27.2,90,90,0.08,8174,68.76,5,4.8,6.1,0,1,72.8
"Guinea-Bissau","Africa",2004,92.6,150.7,300.923,3.56,83,64,22.5,69,64,3.12,552,1.31,9.4,9.3,2.3,0,1,51.9
"United Kingdom","Rest of Europe",2009,4.6,5.4,76.195,9.98,88,86,26.9,93,93,0.08,41929,62.28,0.8,0.5,13.1,1,0,80.1
"Lithuania","European Union",2009,5.4,6.7,193.3095,12.97,95,94,26.3,98,98,0.08,10700,3.16,2.8,2.9,11.5,1,0,72.9
"Singapore","Asia",2011,2.2,2.8,57.001,1.89,96,96,23.6,96,96,0.1,50714,5.18,2.1,2.1,11.2,0,1,81.7
"Gabon","Africa",2009,42.9,64.2,286.1745,8.12,79,64,24.6,74,76,2.03,6635,1.57,6.7,6.5,7.4,0,1,60.6
"Belize","Central America and Caribbean",2012,15.2,17.7,181.47,6.35,98,93,28.6,98,98,0.37,4734,0.34,3.5,3.4,10.5,0,1,73
"Kyrgyz Republic","Asia",2000,42.5,49.8,223.7235,5.33,44,65,24.7,99,99,0.02,718,4.9,3.6,3.6,9.8,0,1,68.6
"Micronesia, Fed. Sts.","Oceania",2004,28.7,34.8,179.2125,2.03,80,65,29,82,78,0.17,2949,0.11,0.2,0.2,5.8,0,1,65.3
"Sweden","European Union",2004,3.1,3.7,66.1935,6.51,60,95,25.4,99,99,0.08,44891,8.99,1.3,1.3,12.3,1,0,80.5
"Mexico","North America",2004,20.2,23.9,124.359,5,98,97,27.1,98,98,0.15,8801,104.51,1.8,1.8,7.4,0,1,75.2
"Niger","Africa",2002,90.1,204.5,289.5665,0.088,72,64,20.9,43,39,0.38,418,12.19,12.5,12.5,1.2,0,1,51.3
"Eswatini","Africa",2012,50.6,66,459.807,6.49,95,52,26.5,92,95,15.74,3513,1.08,4.8,4.9,6.1,0,1,49.9
"Malta","European Union",2004,6.2,7.1,60.357,6.61,85,31,27,89,89,0.08,17653,0.4,0.7,0.7,8.6,1,0,79.3
"Equatorial Guinea","Africa",2010,79.1,111.2,329.7845,8.96,46,64,23.5,61,44,4.42,13841,0.94,9,9,5.5,0,1,55.6
"Montenegro","Rest of Europe",2010,5.7,6.7,114.563,9.94,90,97,26.1,93,94,0.03,5982,0.62,2,2,11.1,0,1,76
"Syrian Arab Republic","Middle East",2010,16.2,18.9,159.176,0.77,84,82,27.7,83,80,0.13,1701,21.36,6.4,6.1,6.3,0,1,72.1
"Guinea","Africa",2004,86.5,139.5,325.874,0.34,57,64,22.1,65,60,1.16,655,8.93,9.5,9.5,1.6,0,1,52.5
"Cuba","Central America and Caribbean",2014,4.6,5.8,90.569,4.54,97,98,25.5,99,99,0.16,7379,11.31,3.4,3.3,11.2,0,1,78.5
"Argentina","South America",2003,15.8,17.7,134.5355,7.62,73,80,26.4,95,96,0.15,9630,38.09,1.2,1,9.3,0,1,74.1
"Norway","Rest of Europe",2006,3.2,3.9,69.5825,6.47,88,91,26.1,94,94,0.03,74190,4.66,0.8,0.7,12.5,1,0,80.3
"Barbados","Central America and Caribbean",2012,13.6,14.7,102.8345,8.9,87,90,27.5,88,87,0.33,16505,0.28,3.8,3.8,10.5,0,1,78.5
"Rwanda","Africa",2008,50.2,76.3,272.418,7.51,97,87,21.5,97,97,1.22,554,9.52,6.7,6.6,3.2,0,1,60.6
"Bangladesh","Asia",2002,57,76.5,162.2605,0.003,75,63,20.4,83,83,0.01,687,132.48,2.5,21.1,4.3,0,1,66.4
"Timor-Leste","Oceania",2012,47.5,56.3,157.265,0.48,83,64,20.9,83,83,0.09,1271,1.13,11.2,11.3,4.5,0,1,67.7
"North Macedonia","Rest of Europe",2003,12.8,14.4,118.556,5.18,74,97,25.8,96,96,0.08,3301,2.03,2.7,2.7,7.5,0,1,73.2
"Tonga","Oceania",2004,13,15.1,151.8725,1.79,99,99,31.5,99,90,0.17,3899,0.1,0.1,0.1,9.2,0,1,69.8
"Kuwait","Middle East",2007,9.5,11.1,78.3145,0.029,99,90,28.8,99,99,0.13,41171,2.5,3.2,3.1,6.3,0,1,73.8
"Iceland","Rest of Europe",2015,1.8,2.3,55.359,7.66,88,94,26.2,92,92,0.05,52952,0.33,1,0.9,12.2,1,0,82.5
"Greece","European Union",2002,4.9,5.6,80.4475,8.22,91,77,26.8,92,92,0.04,19997,10.9,0.8,0.8,9.1,1,0,78.6
"Mozambique","Africa",2003,95.3,145,436.671,0.6,76,64,21.8,67,85,3.5,353,19.33,4,3.9,2.6,0,1,49.9
"Netherlands","European Union",2002,4.9,5.9,80.574,9.72,88,96,25.1,97,97,0.06,40914,16.15,1.1,1,11.1,1,0,78.3
"Jamaica","Central America and Caribbean",2012,14.6,17,135.5585,3.02,96,76,27.2,96,96,0.56,4888,2.84,1.8,1.7,9.2,0,1,74
"Senegal","Africa",2012,39.2,58.7,200.5,0.19,91,33,22.8,83,91,0.14,1146,13.4,1,9.9,2.6,0,1,65.4
"Togo","Africa",2015,50.8,75.9,271.709,1.36,88,64,23.5,82,88,0.72,571,7.32,6.5,6.2,4.7,0,1,59.9
"Libya","Africa",2001,23.4,27.3,143.011,0.002,93,81,26.9,94,94,0.05,10392,5.44,5.6,5.5,5.8,0,1,71
"Paraguay","South America",2006,24.5,29.3,158.8465,5.92,92,61,25.6,98,98,0.16,4049,5.91,2.2,2.2,7.1,0,1,71.9
"Syrian Arab Republic","Middle East",2002,18.2,21.4,120.151,0.9,80,84,27,86,84,0.13,1353,17.08,6.6,6.5,4.7,0,1,73.7
"Malta","European Union",2014,5.8,6.6,52.6155,7.14,90,94,27.1,99,99,0.08,23286,0.43,0.8,0.8,11.1,1,0,82
"Tonga","Oceania",2003,13.4,15.6,153.4715,1.79,85,96,31.4,98,90,0.17,4020,0.1,0.1,0.1,9.2,0,1,69.8
"Trinidad and Tobago","Central America and Caribbean",2003,23.9,27,188.848,5.44,76,73,26.2,91,91,0.4,13552,1.28,6.4,6.9,9.5,0,1,70.2
"Argentina","South America",2008,13.7,15.3,126.9785,8.42,90,88,26.9,94,93,0.15,13311,40.08,1,0.9,8.9,0,1,75
"Finland","European Union",2010,2.5,3,87.05,9.72,88,92,26,99,99,0.08,43564,5.36,0.9,0.8,12.3,1,0,79.9
"Spain","European Union",2005,3.8,4.7,75.851,11.92,96,92,26.2,96,96,0.09,26146,43.65,0.6,0.5,8.9,1,0,80.2
"United Kingdom","Rest of Europe",2000,5.6,6.5,88.0225,10.82,88,86,26.3,91,91,0.08,39229,58.89,0.7,0.5,11.7,1,0,77.7
"Luxembourg","European Union",2013,2.3,2.8,66.6085,11.25,94,86,26.2,99,99,0.1,105339,0.54,0.9,0.9,11.8,1,0,81.8
"Madagascar","Africa",2013,43.4,62.7,227.7835,0.85,74,64,21.2,72,74,0.2,463,22.96,7.3,7.2,6.1,0,1,64.7
"Mongolia","Asia",2007,28.1,34.1,245.3935,9.12,98,97,25,99,95,0.02,2411,2.59,2.2,2.4,8.9,0,1,66
"Australia","Oceania",2004,4.8,5.8,67.92,9.84,95,85,26.6,92,92,0.05,49439,20.13,0.7,0.6,11.8,1,0,80.5
"Cabo Verde","Africa",2007,23.3,27.8,135.8385,5.4,96,95,24,98,98,0.27,2922,0.48,8.1,8,4.6,0,1,70.7
"Georgia","Rest of Europe",2014,9.7,10.9,158.8825,6.49,91,87,27.3,91,91,0.14,3903,3.72,2.7,2.8,12.6,0,1,72.7
"Sri Lanka","Asia",2001,13.7,16,152.664,1.68,86,52,21.6,98,98,0.02,1880,18.91,15.4,15.6,10.2,0,1,72.2
"Bahrain","Middle East",2006,8.8,10.2,75.8375,1.94,98,99,25.2,98,98,0.05,22069,0.96,6.1,5.9,8.4,0,1,75.5
"Ecuador","South America",2001,23.4,28,156.506,4.19,69,95,25.4,90,89,0.22,4299,12.91,1.6,1.5,7,0,1,73.1
"Estonia","European Union",2015,2.4,3.1,116.351,16.72,91,92,26.4,93,93,0.08,17402,1.32,1.9,1.9,12.7,1,0,77.6
"Algeria","Africa",2001,33.3,38.9,136.2,0.23,81,73,24.4,89,89,0.01,3163,31.45,6.4,6.3,6.1,0,1,71.1
"El Salvador","Central America and Caribbean",2008,18.3,21.4,200.807,2.59,98,79,26.9,98,98,0.25,3364,6.13,1.8,1.7,6.4,0,1,70.8
"Turkmenistan","Asia",2011,36.7,42.5,197.405,2.88,97,99,25.9,97,97,0.08,4811,5.17,3.2,3.3,9.9,0,1,66.9
"Thailand","Asia",2008,12.8,14.9,165.9995,7.54,98,91,23.6,99,99,0.27,4884,66.53,8.5,8.6,7.3,0,1,73.3
"Seychelles","Africa",2007,11.9,13.8,159.664,7.25,99,99,26,99,99,3.5,12702,0.09,5.9,6.3,7.9,0,1,73.1
"Bhutan","Asia",2014,28.5,34.6,212.0515,0.21,99,92,23.7,98,99,0.13,2613,0.72,15.7,16.2,3.1,0,1,70
"Cuba","Central America and Caribbean",2010,5.1,6.4,94.886,4.28,96,98,25.2,99,96,0.15,6759,11.23,3.4,3.2,11,0,1,78.3
"Spain","European Union",2010,3.1,3.8,64.95,8.94,97,92,26.2,97,97,0.09,25703,46.58,0.6,0.5,9.4,1,0,81.6
"Mexico","North America",2013,14.9,17.3,113.631,3.81,82,76,27.7,83,83,0.16,9283,118.83,1.6,1.5,8.4,0,1,74.9
"Iran, Islamic Rep.","Middle East",2009,17.4,20.4,112.6595,0.027,99,65,25.7,99,99,0.1,5255,72.92,7.7,7.9,8.8,0,1,73.5
"Tunisia","Africa",2000,25,29.9,111.903,1.2,94,98,25.1,97,97,0.01,2881,9.71,6.6,6.5,4.9,0,1,73.2
"Bulgaria","European Union",2003,12.5,15.1,153.633,10.92,96,89,25.5,96,96,0.02,4519,7.78,2.3,2.4,10.1,1,0,72.1
"Estonia","European Union",2006,5.2,6.6,184.2685,17.87,95,98,25.9,95,95,0.08,16155,1.35,2.1,2.2,12.2,1,0,72.7
"Congo, Rep.","Africa",2011,41.7,59.7,296.2345,1.9,70,64,22.9,69,82,1.99,2408,4.39,8,7.6,6.2,0,1,60.8
"India","Asia",2001,64.4,88.1,218.9925,0.98,67,34,20.7,58,59,0.27,781,1075,27.5,28.5,4.5,0,1,62.9
"Indonesia","Asia",2003,36.4,45.5,191.3535,0.05,64,21,21.9,80,71,0.19,2035,220.31,1.9,11,7.2,0,1,66.6
"Guinea","Africa",2013,70.5,110.7,275.624,0.25,63,64,22.8,49,63,0.71,750,10.89,7.7,7.6,2.6,0,1,58.4
"Afghanistan","Asia",2011,61.8,84,245.3,0.01,68,31,22.8,68,68,0.02,512,30.12,18.2,18.2,3.3,0,1,61.6
"Ecuador","South America",2008,17.7,20.8,138.1625,4.12,93,94,26.2,94,96,0.17,5281,14.54,1.3,1.2,7.9,0,1,74.7
"Jordan","Middle East",2007,18.7,21.9,119.304,0.56,98,97,28.3,98,98,0.13,4679,6.26,3.8,3.8,9.8,0,1,72.9
"Portugal","European Union",2006,3.4,4.4,94.1855,11.81,97,95,25.8,97,97,0.18,19501,10.52,0.7,0.5,7.6,1,0,78.4
"Guinea-Bissau","Africa",2014,62.1,95.7,274.1415,3.07,87,64,23.3,84,87,1.59,584,1.69,7.3,7.1,2.9,0,1,56.6
"Burundi","Africa",2009,62.9,97.1,326.7455,4.49,94,57,21.3,96,94,0.59,308,8.4,7.8,7.8,2.6,0,1,56.5
"Sao Tome and Principe","Central America and Caribbean",2004,42.1,60.4,211.171,5.92,70,71,23.9,99,96,0.75,1154,0.15,7.2,7.2,4.4,0,1,64
"Belgium","European Union",2010,3.6,4.4,80.8845,10.27,97,83,25.9,98,98,0.08,39778,10.9,0.9,0.9,11.1,1,0,80.2
"Pakistan","Asia",2004,77.9,98.1,182.265,0.014,65,33,22.9,67,65,0.13,1129,156.66,21.4,21.8,4.3,0,1,63.7
"Philippines","Asia",2015,23.4,29.6,199.7365,4.52,75,57,23.1,79,60,0.1,3001,102.11,1,9.7,9.3,0,1,70.6
"Poland","European Union",2014,4.3,5,113.623,10.45,96,95,26.5,94,98,0.08,12059,38.01,1.9,2.1,11.3,1,0,77.6
"Georgia","Rest of Europe",2009,13.9,15.6,174.0635,6.26,54,71,26.7,93,88,0.12,2897,3.81,2.6,2.8,12.2,0,1,71.2
"Fiji","Oceania",2008,20.2,23.8,202.2175,1.96,99,94,27,99,99,0.06,4532,0.85,4,3.7,9.4,0,1,66.5
"Lithuania","European Union",2014,4,4.9,167.375,14.9,94,92,26.4,93,93,0.09,13850,2.93,2.6,2.7,13,1,0,74.5
"Namibia","Africa",2005,39.4,70.6,497.9455,1.97,83,64,23.4,86,86,8.45,3681,1.94,13.1,13.1,6,0,1,50.9
"Somalia","Africa",2007,103,170.1,334.038,3e-04,42,64,22.6,40,40,0.13,250,11.08,7.3,7.1,2.1,0,1,53
"Guatemala","Central America and Caribbean",2007,32,39.4,188.8115,2.36,85,83,25.7,85,85,0.16,3574,13.48,1.3,1.3,3.9,0,1,70.4
"Congo, Dem. Rep.","Africa",2011,81.3,109.9,277.445,4.19,74,64,21.6,77,74,0.49,418,66.76,1.2,1,5.6,0,1,57.4
"New Zealand","Oceania",2001,5.9,7.2,82.092,8.69,90,86,26.8,82,90,0.02,31745,3.88,0.3,0.3,11.6,1,0,78.7
"Pakistan","Asia",2009,71.5,89.1,172.1295,0.035,78,30,23.3,52,71,0.13,1246,175.53,2.5,2.9,4.5,0,1,65
"Japan","Asia",2002,3,4.1,70.123,7.86,83,86,22.5,89,96,0.17,31416,127.45,1.7,1.4,10.9,1,0,81.6
"Vietnam","Asia",2010,18.3,22.9,131.235,2.26,88,65,21,94,93,0.17,2016,87.97,14.5,15.4,7.5,0,1,74.8
"Ethiopia","Africa",2008,59.8,91.6,293.293,0.32,52,64,20.2,63,54,0.44,391,82.92,11.2,1.9,2.2,0,1,59.6
"Turkmenistan","Asia",2001,54.7,66,233.3245,2.36,96,94,24.8,94,95,0.08,2363,4.56,3.6,3.5,9.9,0,1,63.8
"Senegal","Africa",2007,48.2,79.4,229.0005,0.34,94,33,22.6,93,94,0.36,1132,11.69,11,1.9,2.4,0,1,62.1
"Bahrain","Middle East",2010,7.3,8.5,71.212,1.96,99,98,25,99,99,0.05,20982,1.24,6,5.9,8.4,0,1,76.1
"Costa Rica","Central America and Caribbean",2002,10.1,12.1,97.533,4.16,94,86,26,94,94,0.14,7940,4.1,2.2,2.2,8,0,1,77.7
"Comoros","Africa",2008,65.3,89.5,251.6725,0.12,81,64,23.6,81,81,0.02,1183,0.66,7.2,7.1,3.7,0,1,61.1
"Japan","Asia",2012,2.2,3,58.395,8.5,83,92,22.7,99,97,0.17,33518,127.63,1.9,1.7,12,1,0,83.1
"Zimbabwe","Africa",2002,50.7,92.6,719.3605,2.39,73,64,23.3,73,71,11.04,1559,11.95,1.2,1.3,6.9,0,1,43.5
"Austria","European Union",2008,3.8,4.5,74.9395,12.03,83,62,25.3,83,83,0.08,44440,8.32,1.7,1.9,11.5,1,0,80.4
"Mali","Africa",2007,83.3,145.4,291.4325,0.56,74,64,22.3,76,74,0.65,697,13.65,9.4,9.3,1.8,0,1,53.6
"Romania","European Union",2015,7.7,9.2,128.603,9.45,90,80,26.7,89,89,0.04,8969,19.82,2.5,2.7,10.9,1,0,74.9
"El Salvador","Central America and Caribbean",2004,22.4,26.6,211.067,2.78,90,80,26.5,90,90,0.32,3072,6.02,1.9,1.8,5.8,0,1,69.9
"Eswatini","Africa",2011,51.5,73.4,483.806,6.89,91,92,26.4,85,91,15.78,3356,1.07,5.1,5.2,5.9,0,1,48.1
"Israel","Middle East",2004,4.7,5.8,69.781,2.44,99,97,26.5,95,95,0.08,28151,6.81,1.1,1.1,12.2,1,0,80.1
"Ghana","Africa",2001,62.1,95.7,300.102,1.85,80,55,22.7,81,79,1.66,1056,19.76,9,9,6.2,0,1,57.2
"Papua New Guinea","Oceania",2010,44.9,57.9,234.9045,0.73,56,65,25,61,67,0.37,2235,7.31,1.4,1.3,4,0,1,62
"St. Lucia","Central America and Caribbean",2005,16,18.4,159.182,12.87,95,83,27.8,95,95,0.4,9665,0.16,4.4,4.4,7.5,0,1,74.1
"Haiti","Central America and Caribbean",2015,52.8,69.9,243.6235,2.78,64,83,25.2,64,60,0.67,1387,10.7,3.9,3.9,5.2,0,1,62.5
"China","Asia",2008,14.8,18.5,97.3465,4.27,95,95,23,99,97,0.1,4712,1324.66,4.5,4,7,0,1,73.8
"Ecuador","South America",2003,21.5,25.4,152.0585,4.04,82,95,25.7,97,87,0.2,4441,13.37,1.5,1.4,7.1,0,1,73.6
"South Africa","Africa",2002,47.9,74.3,487.278,7.47,72,46,26.3,70,70,12.12,5116,46.15,14.5,17.1,8.5,0,1,54.3
"Mozambique","Africa",2009,72.7,107.3,388.763,0.69,74,64,22.3,74,74,3.5,463,22.89,3.7,3.6,3.1,0,1,51.7
"Bahamas, The","Central America and Caribbean",2010,13.3,15.6,167.804,9.21,98,83,27.5,97,99,0.49,32248,0.35,2.5,2.5,10.9,0,1,72.1
"Kiribati","Oceania",2000,51.7,68.1,222.442,0.56,90,35,28.7,90,90,0.17,1554,0.08,0.2,0.2,6.8,0,1,63.1
"North Macedonia","Rest of Europe",2012,9,10.1,101.497,3.54,98,97,26.4,97,95,0.08,4408,2.06,2.2,2.2,9.3,0,1,74.9
"United Arab Emirates","Middle East",2003,8.9,10.3,89.586,1.57,92,92,27.4,94,94,0.13,57932,3.71,5.2,5,8.7,0,1,75
"Equatorial Guinea","Africa",2002,101.7,147.1,331.213,7.12,46,64,22.8,45,36,3.61,8004,0.66,1.4,1.3,5.4,0,1,53.8
"Denmark","European Union",2013,3.5,4.1,72.3825,9.44,88,86,25.3,94,94,0.04,51832,5.61,1.1,0.9,13.2,1,0,80.3
"Haiti","Central America and Caribbean",2012,56.4,75.6,252.566,2.43,60,83,24.8,66,67,0.78,1329,10.25,3.9,3.9,4.9,0,1,61.3
"Syrian Arab Republic","Middle East",2009,16.1,18.8,144.074,0.76,84,82,27.6,83,80,0.13,1629,21.21,6.4,6.2,6.6,0,1,72.9
"Tunisia","Africa",2008,16.6,19.4,100.8905,1.28,99,99,25.7,99,99,0.04,3806,10.41,6.3,6.3,6.3,0,1,74.7
"Italy","European Union",2003,4.1,4.8,70.0145,9.3,95,83,25.5,97,96,0.09,32897,57.31,0.5,0.5,8.9,1,0,80
"Samoa","Oceania",2004,16.6,19.4,157.807,3.62,54,45,30.9,35,55,0.17,3678,0.18,0.2,0.2,9.3,0,1,70.1
"Zambia","Africa",2009,52.9,83.6,412.802,3.05,94,39,22.1,93,94,5.93,1134,13.22,6.7,6.6,6.5,0,1,54.1
"Vietnam","Asia",2006,19.4,24.4,135.3425,1.35,93,65,20.6,94,94,0.22,1651,84.62,15.1,15.9,6.6,0,1,74.3
"Ecuador","South America",2009,17,19.9,135.975,4.2,91,99,26.4,91,94,0.16,5225,14.77,1.3,1.2,7.9,0,1,74.9
"France","European Union",2008,3.2,4.4,86.635,12.53,47,65,25,99,98,0.11,36357,64.37,0.6,0.6,10.7,1,0,81.2
"Egypt, Arab Rep.","Africa",2002,33.5,41.5,173.8735,0.14,97,64,27.9,97,97,0.13,2665,71.49,3.4,3.4,5.1,0,1,69
"Norway","Rest of Europe",2005,3.3,4.1,72.1705,6.37,88,91,26,91,91,0.03,73037,4.62,0.8,0.7,12.4,1,0,80
"Vietnam","Asia",2004,20.4,25.6,136.4285,1.13,94,65,20.3,96,96,0.25,1462,83.06,15.4,16.1,6.2,0,1,73.9
"St. Lucia","Central America and Caribbean",2010,17.3,19.7,145.0685,10.33,97,83,28.7,97,97,0.4,10151,0.17,4.3,4.3,8.4,0,1,74.9
"Samoa","Oceania",2000,18.1,21.2,176.802,3,89,46,30.5,98,95,0.17,3059,0.17,0.2,0.2,8.8,0,1,68.7
"Latvia","European Union",2005,8.6,10.5,221.1375,9.92,99,99,25.9,99,99,0.15,10528,2.24,2.5,2.5,12.1,1,0,71.4
"Panama","Central America and Caribbean",2003,20.5,24.1,124.5355,4.92,98,89,25.9,95,98,0.4,7037,3.21,2.2,2.2,8.8,0,1,75.6
"Botswana","Africa",2009,40.1,55.3,387.5165,5.36,94,83,24.1,96,96,8.27,5287,1.95,8.4,8.2,8.8,0,1,58.4
"Malaysia","Asia",2012,6.8,8,126.1405,0.55,97,99,25.3,97,97,0.16,8889,29.07,7.9,7.7,10.1,0,1,74.9
"Cabo Verde","Africa",2013,19.2,22.5,129.522,3.73,94,89,24.4,93,93,0.26,3070,0.51,6.9,6.9,5.6,0,1,71.7
"Angola","Africa",2008,85.5,137.7,288.09,5.19,69,64,22.6,36,69,1.41,3048,21.7,9.5,9.4,4.6,0,1,53.2
"New Zealand","Oceania",2014,4.7,5.7,68,8.98,93,86,27.9,93,93,0.03,38002,4.52,0.4,0.3,12.2,1,0,81.4
